match_id,label,role,minute,gold,cs,xp,kills,deaths,assists,damage_dealt,cc_score,apm,distance_moved,wards_placed,wards_killed
NA1_5461449298,0,UNKNOWN,15,5131,70,5656,4,1,1,5623,219075,0,6001,0,0
NA1_5461464063,0,UNKNOWN,1,500,0,0,0,0,0,0,0,4,0,0,0
NA1_5461464063,0,UNKNOWN,2,721,6,465,0,1,0,492,20807,1,819,0,0
NA1_5461464063,0,UNKNOWN,3,1037,16,1017,0,1,0,576,64358,2,396,0,0
NA1_5461464063,0,UNKNOWN,4,1307,23,1526,0,1,0,1030,89306,1,1955,0,0
NA1_5461464063,0,UNKNOWN,5,1491,27,1867,0,1,0,1030,93850,2,1466,0,0
NA1_5461464063,0,UNKNOWN,6,1937,35,2477,0,1,1,1548,117262,2,7830,0,0
NA1_5461464063,0,UNKNOWN,7,2189,41,2955,0,1,1,1653,140843,0,8619,0,0
NA1_5461464063,0,UNKNOWN,8,2461,50,3621,0,2,1,1749,185082,2,2009,0,0
NA1_5461464063,0,UNKNOWN,9,2706,55,3975,0,2,1,2101,199810,1,5919,0,0
NA1_5461464063,0,UNKNOWN,10,2973,62,4484,0,2,1,2486,236713,1,4773,0,0
NA1_5461464063,0,UNKNOWN,11,3322,66,4960,0,2,2,3186,246900,2,629,0,0
NA1_5461464063,0,UNKNOWN,12,3733,81,5748,0,2,2,3512,268274,1,594,0,0
NA1_5461464063,0,UNKNOWN,13,3855,81,5810,0,3,2,4517,276423,1,1057,0,0
NA1_5461464063,0,UNKNOWN,14,4442,96,6660,0,3,2,4517,309996,1,641,0,0
NA1_5461464063,0,UNKNOWN,15,4787,107,7231,0,3,2,4806,324056,0,1855,0,0
NA1_5461533207,0,UNKNOWN,1,500,0,0,0,0,0,0,0,4,0,0,0
NA1_5461533207,0,UNKNOWN,2,735,7,465,0,0,0,641,601,2,1398,0,0
NA1_5461533207,0,UNKNOWN,3,1049,16,1129,0,0,0,988,1669,1,555,0,0
NA1_5461533207,0,UNKNOWN,4,1240,20,1408,0,1,0,1109,1669,3,1332,0,0
NA1_5461533207,0,UNKNOWN,5,1512,29,1966,0,1,0,1109,1669,1,1078,0,0
NA1_5461533207,0,UNKNOWN,6,1750,36,2661,0,1,0,2014,3072,1,66,0,0
NA1_5461533207,0,UNKNOWN,7,2062,45,3263,0,1,0,2225,3907,1,1618,0,0
NA1_5461533207,0,UNKNOWN,8,2776,53,4160,1,1,0,3763,4842,2,660,0,0
NA1_5461533207,0,UNKNOWN,9,2961,57,4377,1,1,0,3763,4842,3,2947,0,0
NA1_5461533207,0,UNKNOWN,10,3215,65,5001,1,1,0,4935,5777,0,2731,0,0
NA1_5461533207,0,UNKNOWN,11,3447,72,5559,1,1,0,5479,6144,1,1011,0,0
NA1_5461533207,0,UNKNOWN,12,4414,86,7313,2,1,0,6224,9852,2,90,0,0
NA1_5461533207,0,UNKNOWN,13,4724,91,7990,2,1,0,7163,10453,1,3666,0,0
NA1_5461533207,0,UNKNOWN,14,5247,91,8451,3,2,0,9661,10753,5,5579,0,0
NA1_5461533207,0,UNKNOWN,15,5583,101,9303,3,2,0,10482,22609,1,9145,0,0
NA1_5461556109,0,UNKNOWN,1,500,0,0,0,0,0,0,0,3,0,0,0
NA1_5461556109,0,UNKNOWN,2,679,2,342,0,0,0,375,3506,2,1607,0,0
NA1_5461556109,0,UNKNOWN,3,944,5,846,0,0,0,846,14861,1,3522,0,0
NA1_5461556109,0,UNKNOWN,4,1424,5,965,1,0,0,1133,15629,3,4292,0,0
NA1_5461556109,0,UNKNOWN,5,1640,6,1187,1,1,0,2252,19203,2,5479,0,0
NA1_5461556109,0,UNKNOWN,6,1800,6,1343,1,1,0,2290,19203,0,8240,0,0
NA1_5461556109,0,UNKNOWN,7,2005,10,1797,1,1,0,2290,19203,1,2247,0,0
NA1_5461556109,0,UNKNOWN,8,2167,11,2120,1,1,0,2290,19203,0,5428,0,0
NA1_5461556109,0,UNKNOWN,9,2408,11,2269,1,2,0,3107,21908,1,4668,0,0
NA1_5461556109,0,UNKNOWN,10,2600,13,2466,1,2,0,3388,21908,1,1143,0,0
NA1_5461556109,0,UNKNOWN,11,2844,16,2607,1,3,0,4229,32332,1,9388,0,0
NA1_5461556109,0,UNKNOWN,12,3119,18,3033,1,3,0,4744,33067,0,9428,0,0
NA1_5461556109,0,UNKNOWN,13,3393,19,3460,1,3,1,4835,35973,1,1748,0,0
NA1_5461556109,0,UNKNOWN,14,3626,22,3581,1,3,1,5328,36741,0,2289,0,0
NA1_5461556109,0,UNKNOWN,15,3810,23,3782,1,3,1,5916,38377,5,2683,0,0
NA1_5461609750,0,UNKNOWN,1,500,0,0,0,0,0,0,0,3,0,0,0
NA1_5461609750,0,UNKNOWN,2,1143,8,672,1,0,0,671,2738,3,134,0,0
NA1_5461609750,0,UNKNOWN,3,1353,13,1026,1,0,0,671,4074,2,1151,0,0
NA1_5461609750,0,UNKNOWN,4,1794,24,1811,1,0,1,1452,7247,2,1406,0,0
NA1_5461609750,0,UNKNOWN,5,1979,28,2059,1,0,1,1869,8349,2,661,0,0
NA1_5461609750,0,UNKNOWN,6,2859,40,2923,3,0,1,3552,10219,3,4099,0,0
NA1_5461609750,0,UNKNOWN,7,3291,42,3311,4,0,1,3660,10754,4,4060,0,0
NA1_5461609750,0,UNKNOWN,8,3625,55,3931,4,0,1,4239,12992,0,1845,0,0
NA1_5461609750,0,UNKNOWN,9,4262,66,4810,5,0,1,4976,17734,3,4964,0,0
NA1_5461609750,0,UNKNOWN,10,4786,72,5245,6,1,1,6846,19638,2,7448,0,0
NA1_5461609750,0,UNKNOWN,11,5102,76,5586,6,1,1,6846,20139,1,5135,0,0
NA1_5461609750,0,UNKNOWN,12,5766,82,6344,7,1,2,9929,23245,2,674,0,0
NA1_5461609750,0,UNKNOWN,13,6710,91,7034,8,1,3,11381,25750,1,7533,0,0
NA1_5461609750,0,UNKNOWN,14,6997,101,7503,8,1,3,11805,25750,2,2029,0,0
NA1_5461609750,0,UNKNOWN,15,7525,108,8035,9,1,3,13247,26752,1,6408,0,0
NA1_5461678210,0,UNKNOWN,1,500,0,0,0,0,0,0,0,4,0,0,0
NA1_5461678210,0,UNKNOWN,2,803,11,558,0,0,0,222,0,1,2552,0,0
NA1_5461678210,0,UNKNOWN,3,1577,22,1459,1,0,0,1199,7584,3,1362,0,0
NA1_5461678210,0,UNKNOWN,4,2007,31,1937,1,0,0,1199,8719,1,1256,0,0
NA1_5461678210,0,UNKNOWN,5,2325,42,2588,1,0,0,2478,14330,1,994,0,0
NA1_5461678210,0,UNKNOWN,6,2547,46,2880,1,0,0,2478,14330,3,3394,0,0
NA1_5461678210,0,UNKNOWN,7,3237,63,3885,2,0,0,3814,18706,2,4023,0,0
NA1_5461678210,0,UNKNOWN,8,3516,72,4381,2,0,0,4509,22213,1,2198,0,0
NA1_5461678210,0,UNKNOWN,9,3638,72,4381,2,1,0,5802,23248,2,1663,0,0
NA1_5461678210,0,UNKNOWN,10,4140,85,5014,2,1,0,5802,23248,0,438,0,0
NA1_5461678210,0,UNKNOWN,11,4406,94,5572,2,1,0,7538,27623,3,10568,0,0
NA1_5461678210,0,UNKNOWN,12,4878,106,6743,2,1,0,7538,35039,1,9678,0,0
NA1_5461678210,0,UNKNOWN,13,5234,117,7455,2,1,0,8552,50970,1,1272,0,0
NA1_5461678210,0,UNKNOWN,14,5460,124,8083,2,1,0,9091,54544,0,955,0,0
NA1_5461678210,0,UNKNOWN,15,5687,131,8781,2,1,0,10134,73098,3,2956,0,0
NA1_5461686509,0,UNKNOWN,1,500,0,0,0,0,0,0,0,2,0,0,0
NA1_5461686509,0,UNKNOWN,2,783,8,525,0,0,0,0,8884,1,1301,0,0
NA1_5461686509,0,UNKNOWN,3,1105,17,882,0,0,0,210,28155,1,6803,0,0
NA1_5461686509,0,UNKNOWN,4,1420,25,1236,0,0,0,488,37072,1,3172,0,0
NA1_5461686509,0,UNKNOWN,5,1802,29,1525,0,0,1,901,46225,0,7346,0,0
NA1_5461686509,0,UNKNOWN,6,2124,38,1979,0,1,1,943,77275,1,6752,0,0
NA1_5461686509,0,UNKNOWN,7,2525,42,2308,0,2,2,1206,81819,2,2588,0,0
NA1_5461686509,0,UNKNOWN,8,2772,46,2571,0,2,2,1206,86728,2,4678,0,0
NA1_5461686509,0,UNKNOWN,9,3546,62,3513,1,2,2,1742,103963,2,2037,0,0
NA1_5461686509,0,UNKNOWN,10,3668,62,3550,1,2,2,2381,112289,2,8579,0,0
NA1_5461686509,0,UNKNOWN,11,4235,69,3815,2,2,2,3098,132494,1,9432,0,0
NA1_5461686509,0,UNKNOWN,12,4362,69,3815,2,2,2,3496,138640,1,2875,0,0
NA1_5461686509,0,UNKNOWN,13,4939,79,4764,2,2,4,4280,175008,1,3612,0,0
NA1_5461686509,0,UNKNOWN,14,5162,83,5024,2,3,4,4344,179662,2,8363,0,0
NA1_5461686509,0,UNKNOWN,15,5554,95,5843,2,3,4,4482,198226,1,5853,0,0
NA1_5461690457,0,UNKNOWN,1,500,0,0,0,0,0,0,0,4,0,0,0
NA1_5461690457,0,UNKNOWN,2,681,2,342,0,0,0,204,5678,1,1058,0,0
NA1_5461690457,0,UNKNOWN,3,1410,8,1042,1,0,1,854,14962,2,11858,0,0
NA1_5461690457,0,UNKNOWN,4,1617,8,1203,1,1,1,1119,20843,5,2024,0,0
NA1_5461690457,0,UNKNOWN,5,2549,9,1544,3,1,1,1943,26420,2,8666,0,0
NA1_5461690457,0,UNKNOWN,6,2883,9,1960,3,1,2,2181,27823,1,5306,0,0
NA1_5461690457,0,UNKNOWN,7,3076,9,1960,3,2,2,2418,30695,2,4070,0,0
NA1_5461690457,0,UNKNOWN,8,3228,9,2041,3,2,2,2418,35772,0,4740,0,0
NA1_5461690457,0,UNKNOWN,9,3962,9,2365,4,3,3,3078,40396,2,602,0,0
NA1_5461690457,0,UNKNOWN,10,4178,11,2629,4,4,3,3778,49682,2,991,0,0
NA1_5461690457,0,UNKNOWN,11,4428,13,2629,4,5,3,4561,52822,2,10033,0,0
NA1_5461690457,0,UNKNOWN,12,5557,13,3196,6,5,4,5807,60036,3,10564,0,0
NA1_5461690457,0,UNKNOWN,13,5730,13,3409,6,5,4,5807,60036,2,5821,0,0
NA1_5461690457,0,UNKNOWN,14,5996,16,3601,6,5,4,6025,61606,0,4733,0,0
NA1_5461690457,0,UNKNOWN,15,6173,16,3782,6,6,4,6279,63042,1,10990,0,0
NA1_5461718784,0,UNKNOWN,1,500,0,0,0,0,0,0,0,3,0,0,0
NA1_5461718784,0,UNKNOWN,2,633,1,279,0,1,0,510,0,1,2809,0,0
NA1_5461718784,0,UNKNOWN,3,837,6,775,0,1,0,510,0,2,2397,0,0
NA1_5461718784,0,UNKNOWN,4,1150,8,1249,0,2,1,1590,267,1,2085,0,0
NA1_5461718784,0,UNKNOWN,5,1354,13,1714,0,2,1,1885,1536,2,1005,0,0
NA1_5461718784,0,UNKNOWN,6,1662,21,2316,0,2,1,2262,1536,1,601,0,0
NA1_5461718784,0,UNKNOWN,7,1960,29,2980,0,2,1,2534,2070,1,935,0,0
NA1_5461718784,0,UNKNOWN,8,2102,30,3383,0,2,1,2534,2070,1,1038,0,0
NA1_5461718784,0,UNKNOWN,9,2389,40,4171,0,2,1,2671,3342,1,1572,0,0
NA1_5461718784,0,UNKNOWN,10,2696,49,4680,0,2,1,2671,3342,2,2488,0,0
NA1_5461718784,0,UNKNOWN,11,3260,55,5599,1,3,1,4841,5313,4,1005,0,0
NA1_5461718784,0,UNKNOWN,12,3445,59,5878,1,3,1,4841,6348,0,996,0,0
NA1_5461718784,0,UNKNOWN,13,3808,71,6511,1,3,1,4841,8186,1,451,0,0
NA1_5461718784,0,UNKNOWN,14,4693,85,8318,2,3,1,6676,10858,2,1866,0,0
NA1_5461718784,0,UNKNOWN,15,4869,88,8577,2,4,1,7620,17103,2,2915,0,0
NA1_5461762930,0,UNKNOWN,1,500,0,0,0,0,0,0,0,5,0,0,0
NA1_5461762930,0,UNKNOWN,2,803,11,620,0,0,0,126,13894,1,726,0,0
NA1_5461762930,0,UNKNOWN,3,1207,16,1216,0,0,1,622,38242,2,863,0,0
NA1_5461762930,0,UNKNOWN,4,1434,23,1619,0,0,1,622,54749,3,1588,0,0
NA1_5461762930,0,UNKNOWN,5,1946,29,2220,1,0,1,1555,71382,2,1548,0,0
NA1_5461762930,0,UNKNOWN,6,2276,39,2729,1,0,1,1664,77364,4,4250,0,0
NA1_5461762930,0,UNKNOWN,7,2766,48,3534,2,0,1,3215,94398,2,3239,0,0
NA1_5461762930,0,UNKNOWN,8,3065,58,4154,2,0,1,3215,103871,3,227,0,0
NA1_5461762930,0,UNKNOWN,9,3338,66,4641,2,0,1,4021,124895,1,509,0,0
NA1_5461762930,0,UNKNOWN,10,3728,80,5426,2,0,1,5265,148442,1,331,0,0
NA1_5461762930,0,UNKNOWN,11,4020,90,5953,2,0,1,5265,161735,3,395,0,0
NA1_5461762930,0,UNKNOWN,12,4218,92,6090,2,1,1,6372,167880,1,6511,0,0
NA1_5461762930,0,UNKNOWN,13,4500,99,6475,2,2,1,6974,176396,2,5739,0,0
NA1_5461762930,0,UNKNOWN,14,4824,109,6984,2,2,1,6974,183911,0,300,0,0
NA1_5461762930,0,UNKNOWN,15,5063,116,7212,2,2,1,6974,188119,0,5920,0,0
NA1_5461788345,0,UNKNOWN,1,500,0,62,0,0,0,0,0,5,0,0,0
NA1_5461788345,0,UNKNOWN,2,769,9,620,0,0,0,287,0,1,244,0,0
NA1_5461788345,0,UNKNOWN,3,1053,18,1222,0,0,0,582,4141,2,340,0,0
NA1_5461788345,0,UNKNOWN,4,1329,25,1758,0,0,0,1087,9085,1,9238,0,0
NA1_5461788345,0,UNKNOWN,5,1547,31,2099,0,0,0,1621,23297,3,9333,0,0
NA1_5461788345,0,UNKNOWN,6,1871,41,2732,0,1,0,2002,31514,1,1551,0,0
NA1_5461788345,0,UNKNOWN,7,2131,48,3272,0,1,0,2002,37794,2,2179,0,0
NA1_5461788345,0,UNKNOWN,8,2335,53,3706,0,1,0,2048,43141,0,450,0,0
NA1_5461788345,0,UNKNOWN,9,2662,63,4277,0,1,0,2094,46555,1,831,0,0
NA1_5461788345,0,UNKNOWN,10,2866,68,4564,0,2,0,2904,59933,2,320,0,0
NA1_5461788345,0,UNKNOWN,11,3105,75,5122,0,2,0,3262,67682,1,871,0,0
NA1_5461788345,0,UNKNOWN,12,3248,76,5724,0,2,0,3527,68918,0,1032,0,0
NA1_5461788345,0,UNKNOWN,13,3852,77,6576,1,3,0,4217,73187,3,1293,0,0
NA1_5461788345,0,UNKNOWN,14,3989,78,6968,1,3,0,4322,74389,2,1189,0,0
NA1_5461788345,0,UNKNOWN,15,4245,87,7716,1,3,0,6064,84655,1,976,0,0
NA1_5461817799,0,UNKNOWN,1,500,0,0,0,0,0,0,0,3,0,0,0
NA1_5461817799,0,UNKNOWN,2,803,11,620,0,0,0,0,0,1,253,0,0
NA1_5461817799,0,UNKNOWN,3,1063,17,1160,0,0,0,189,10921,2,501,0,0
NA1_5461817799,0,UNKNOWN,4,1393,27,1793,0,0,0,540,15097,2,636,0,0
NA1_5461817799,0,UNKNOWN,5,1685,37,2413,0,0,0,540,15097,1,327,0,0
NA1_5461817799,0,UNKNOWN,6,1937,45,2922,0,0,0,922,22278,1,4854,0,0
NA1_5461817799,0,UNKNOWN,7,2455,49,3307,1,0,0,1890,28231,2,4413,0,0
NA1_5461817799,0,UNKNOWN,8,2936,61,3914,1,0,1,2275,32841,1,3613,0,0
NA1_5461817799,0,UNKNOWN,9,3485,67,4234,2,0,1,2351,32941,2,4424,0,0
NA1_5461817799,0,UNKNOWN,10,3826,78,4805,2,0,1,2351,32941,0,1938,0,0
NA1_5461817799,0,UNKNOWN,11,4112,88,5487,2,0,1,2679,38624,1,2309,0,0
NA1_5461817799,0,UNKNOWN,12,4843,97,6277,3,0,4,3793,54089,2,2181,0,0
NA1_5461817799,0,UNKNOWN,13,5132,99,6495,3,0,5,4941,62673,1,3962,0,0
NA1_5461817799,0,UNKNOWN,14,5357,105,6805,3,0,5,4941,62673,2,6985,0,0
NA1_5461817799,0,UNKNOWN,15,5727,117,7500,3,0,5,5465,70101,1,3853,0,0
NA1_5461823021,0,UNKNOWN,1,500,0,0,0,0,0,0,0,4,0,0,0
NA1_5461823021,0,UNKNOWN,2,813,10,555,0,0,0,0,0,1,2530,0,0
NA1_5461823021,0,UNKNOWN,3,1284,24,1235,0,0,0,0,12491,2,4130,0,0
NA1_5461823021,0,UNKNOWN,4,1553,32,1476,0,0,0,0,29626,0,7139,0,0
NA1_5461823021,0,UNKNOWN,5,1690,33,1476,0,0,0,0,29626,0,2965,0,0
NA1_5461823021,0,UNKNOWN,6,1945,38,1796,0,0,0,613,29626,1,5602,0,0
NA1_5461823021,0,UNKNOWN,7,2130,41,1938,0,0,0,904,29626,2,5046,0,0
NA1_5461823021,0,UNKNOWN,8,2648,45,2199,0,0,2,1479,29626,0,1527,0,0
NA1_5461823021,0,UNKNOWN,9,2865,45,2312,0,1,3,2001,29626,2,9888,0,0
NA1_5461823021,0,UNKNOWN,10,3247,55,2921,0,1,3,2001,30394,1,9692,0,0
NA1_5461823021,0,UNKNOWN,11,3609,67,3497,0,2,3,2001,30394,1,2278,0,0
NA1_5461823021,0,UNKNOWN,12,3861,73,3790,0,2,3,2001,30394,1,5189,0,0
NA1_5461823021,0,UNKNOWN,13,4213,79,4383,0,3,3,2466,33233,1,8784,0,0
NA1_5461823021,0,UNKNOWN,14,4742,87,4959,0,3,4,2908,38376,1,2802,0,0
NA1_5461823021,0,UNKNOWN,15,5056,91,5314,0,4,6,4040,52589,3,5916,0,0
NA1_5461830908,0,UNKNOWN,1,500,0,0,0,0,0,0,0,4,0,0,0
NA1_5461830908,0,UNKNOWN,2,727,6,302,0,0,0,0,0,1,1367,0,0
NA1_5461830908,0,UNKNOWN,3,877,8,463,0,0,0,66,0,1,149,0,0
NA1_5461830908,0,UNKNOWN,4,1119,13,794,0,0,0,66,5243,1,789,0,0
NA1_5461830908,0,UNKNOWN,5,1295,16,1253,0,0,0,371,18236,1,335,0,0
NA1_5461830908,0,UNKNOWN,6,1591,24,1644,0,0,0,371,20440,0,1134,0,0
NA1_5461830908,0,UNKNOWN,7,1869,31,2055,0,0,0,396,25268,1,1082,0,0
NA1_5461830908,0,UNKNOWN,8,2079,36,2339,0,0,0,396,30278,2,223,0,0
NA1_5461830908,0,UNKNOWN,9,2468,50,2811,0,0,0,396,36724,1,455,0,0
NA1_5461830908,0,UNKNOWN,10,2765,50,3078,0,1,1,1371,40806,3,5135,0,0
NA1_5461830908,0,UNKNOWN,11,3486,59,3518,1,1,1,2609,48555,2,7666,0,0
NA1_5461830908,0,UNKNOWN,12,3765,62,3909,1,1,2,3100,53799,0,3651,0,0
NA1_5461830908,0,UNKNOWN,13,4257,62,4089,2,2,2,3597,55068,4,694,0,0
NA1_5461830908,0,UNKNOWN,14,4467,67,4636,2,2,2,4308,58408,0,1776,0,0
NA1_5461830908,0,UNKNOWN,15,5441,69,5026,3,3,3,5774,63019,5,3501,0,0
NA1_5461840812,0,UNKNOWN,1,505,0,0,0,0,0,0,0,4,0,0,0
NA1_5461840812,0,UNKNOWN,2,774,9,620,0,0,0,503,3974,1,463,0,0
NA1_5461840812,0,UNKNOWN,3,1034,15,1191,0,0,0,1003,12458,2,252,0,0
NA1_5461840812,0,UNKNOWN,4,1409,21,1919,0,0,1,1468,16068,1,940,0,0
NA1_5461840812,0,UNKNOWN,5,1639,27,2477,0,0,1,1468,21646,2,1733,0,0
NA1_5461840812,0,UNKNOWN,6,1877,34,2924,0,1,1,2000,26757,2,227,0,0
NA1_5461840812,0,UNKNOWN,7,2096,40,3402,0,1,1,2000,36543,1,493,0,0
NA1_5461840812,0,UNKNOWN,8,2348,48,3898,0,1,1,2498,42455,1,4631,0,0
NA1_5461840812,0,UNKNOWN,9,2937,57,4685,1,1,1,3372,53176,2,5923,0,0
NA1_5461840812,0,UNKNOWN,10,3379,66,5132,1,1,1,3556,53176,1,2859,0,0
NA1_5461840812,0,UNKNOWN,11,3685,77,5814,1,1,1,4144,59856,0,2010,0,0
NA1_5461840812,0,UNKNOWN,12,4083,83,6388,1,1,2,4676,67638,4,1161,0,0
NA1_5461840812,0,UNKNOWN,13,4452,95,7207,1,1,2,5517,70611,0,1950,0,0
NA1_5461840812,0,UNKNOWN,14,4783,99,7579,1,1,2,6257,79996,2,1620,0,0
NA1_5461840812,0,UNKNOWN,15,5476,117,8734,2,1,2,7583,83971,2,2603,0,0
NA1_5461857707,0,UNKNOWN,1,500,0,0,0,0,0,0,0,7,0,0,0
NA1_5461857707,0,UNKNOWN,2,788,8,485,0,0,0,0,0,1,2284,0,0
NA1_5461857707,0,UNKNOWN,3,1175,20,1010,0,0,0,0,18222,1,7814,0,0
NA1_5461857707,0,UNKNOWN,4,1490,28,1347,0,0,0,0,50741,1,4369,0,0
NA1_5461857707,0,UNKNOWN,5,1712,32,1589,0,0,0,80,75329,0,5966,0,0
NA1_5461857707,0,UNKNOWN,6,1835,32,1625,0,1,0,306,76732,2,2117,0,0
NA1_5461857707,0,UNKNOWN,7,2266,44,2311,0,1,0,306,106199,1,7846,0,0
NA1_5461857707,0,UNKNOWN,8,2571,50,2772,0,1,0,466,108639,1,6954,0,0
NA1_5461857707,0,UNKNOWN,9,2694,50,2852,0,1,0,563,115019,0,4825,0,0
NA1_5461857707,0,UNKNOWN,10,3061,60,3407,0,1,0,1267,122606,1,1972,0,0
NA1_5461857707,0,UNKNOWN,11,3288,64,3603,0,1,0,1454,141595,0,2796,0,0
NA1_5461857707,0,UNKNOWN,12,3411,64,3603,0,2,0,2076,143633,2,3452,0,0
NA1_5461857707,0,UNKNOWN,13,3533,64,3603,0,3,0,2306,145303,0,5967,0,0
NA1_5461857707,0,UNKNOWN,14,3868,64,3879,0,4,2,3724,153186,0,4215,0,0
NA1_5461857707,0,UNKNOWN,15,4222,72,4393,0,4,2,3724,166814,1,4690,0,0
NA1_5461866533,0,UNKNOWN,1,500,0,0,0,0,0,0,0,4,0,0,0
NA1_5461866533,0,UNKNOWN,2,775,9,362,0,0,0,347,0,1,1108,0,0
NA1_5461866533,0,UNKNOWN,3,1019,16,774,0,0,0,581,1603,1,560,0,0
NA1_5461866533,0,UNKNOWN,4,1230,21,995,0,0,0,855,9452,0,1813,0,0
NA1_5461866533,0,UNKNOWN,5,1476,29,1318,0,0,0,855,14229,2,541,0,0
NA1_5461866533,0,UNKNOWN,6,1738,35,1785,0,0,0,1443,21911,1,461,0,0
NA1_5461866533,0,UNKNOWN,7,2147,43,2145,0,0,2,1710,30161,0,1800,0,0
NA1_5461866533,0,UNKNOWN,8,2317,46,2620,0,0,2,1785,37877,3,1290,0,0
NA1_5461866533,0,UNKNOWN,9,3241,51,2984,2,0,3,2808,41719,2,1904,0,0
NA1_5461866533,0,UNKNOWN,10,3520,54,3183,2,1,4,3883,46762,2,11864,0,0
NA1_5461866533,0,UNKNOWN,11,3804,63,3545,2,1,4,3883,46762,1,10684,0,0
NA1_5461866533,0,UNKNOWN,12,4368,74,4073,2,1,6,5116,52307,1,847,0,0
NA1_5461866533,0,UNKNOWN,13,4643,80,4392,2,1,6,5116,60090,2,2087,0,0
NA1_5461866533,0,UNKNOWN,14,5255,91,4970,2,1,6,5116,71930,0,3182,0,0
NA1_5461866533,0,UNKNOWN,15,5581,99,5374,2,1,6,5624,84054,1,3594,0,0
NA1_5461894551,0,UNKNOWN,1,500,0,0,0,0,0,341,0,5,0,0,0
NA1_5461894551,0,UNKNOWN,2,795,10,589,0,0,0,536,0,1,781,0,0
NA1_5461894551,0,UNKNOWN,3,1129,20,1231,0,0,0,698,467,2,355,0,0
NA1_5461894551,0,UNKNOWN,4,1600,23,1430,1,0,0,1043,2001,2,128,0,0
NA1_5461894551,0,UNKNOWN,5,1880,33,2112,1,0,0,1536,3570,1,241,0,0
NA1_5461894551,0,UNKNOWN,6,2266,47,2745,1,0,0,1536,11653,3,923,0,0
NA1_5461894551,0,UNKNOWN,7,2797,55,3335,2,0,0,2477,13256,2,5375,0,0
NA1_5461894551,0,UNKNOWN,8,3095,65,3831,2,0,0,2477,13256,0,1304,0,0
NA1_5461894551,0,UNKNOWN,9,3735,65,4153,3,1,0,3502,13523,3,1298,0,0
NA1_5461894551,0,UNKNOWN,10,3986,70,4693,3,1,0,3731,15227,0,3476,0,0
NA1_5461894551,0,UNKNOWN,11,4583,72,4918,4,1,0,4821,24746,1,6819,0,0
NA1_5461894551,0,UNKNOWN,12,4863,82,5485,4,1,0,5378,25882,1,6981,0,0
NA1_5461894551,0,UNKNOWN,13,5558,88,6304,5,1,0,6594,29155,2,1846,0,0
NA1_5461894551,0,UNKNOWN,14,5892,101,6865,5,1,0,6594,34810,2,700,0,0
NA1_5461894551,0,UNKNOWN,15,6407,112,7392,5,1,0,7604,44729,1,1321,0,0
NA1_5461904431,0,UNKNOWN,1,500,0,0,0,0,0,0,0,5,0,0,0
NA1_5461904431,0,UNKNOWN,2,783,10,620,0,0,0,320,15230,1,1418,0,0
NA1_5461904431,0,UNKNOWN,3,1003,14,1180,0,0,0,821,47863,2,1561,0,0
NA1_5461904431,0,UNKNOWN,4,1673,21,1671,1,0,0,1363,71778,6,1312,0,0
NA1_5461904431,0,UNKNOWN,5,1979,32,2291,1,0,0,2166,92754,1,595,0,0
NA1_5461904431,0,UNKNOWN,6,2462,41,3096,2,0,0,3232,98672,6,4790,0,0
NA1_5461904431,0,UNKNOWN,7,2956,51,3874,3,0,0,4557,121614,2,4924,0,0
NA1_5461904431,0,UNKNOWN,8,3308,58,4370,3,0,0,4557,127194,4,357,0,0
NA1_5461904431,0,UNKNOWN,9,3876,70,5279,4,0,1,5337,143527,2,773,0,0
NA1_5461904431,0,UNKNOWN,10,4095,74,5571,4,0,1,5813,151544,2,754,0,0
NA1_5461904431,0,UNKNOWN,11,4743,85,6335,5,0,2,7641,167579,2,5638,0,0
NA1_5461904431,0,UNKNOWN,12,4982,91,6675,5,0,2,8472,179670,3,10604,0,0
NA1_5461904431,0,UNKNOWN,13,5285,99,7308,5,0,2,8688,199612,1,6487,0,0
NA1_5461904431,0,UNKNOWN,14,5539,104,7618,5,0,2,10219,207896,1,4614,0,0
NA1_5461904431,0,UNKNOWN,15,6044,112,8216,6,0,2,11706,223624,2,5691,0,0
NA1_5461933420,0,UNKNOWN,1,500,0,0,0,0,0,0,5811,5,0,0,0
NA1_5461933420,0,UNKNOWN,2,783,10,558,0,0,0,0,23380,1,410,0,0
NA1_5461933420,0,UNKNOWN,3,1091,19,1191,0,0,0,489,41584,2,759,0,0
NA1_5461933420,0,UNKNOWN,4,1381,27,1700,0,0,0,864,58285,3,688,0,0
NA1_5461933420,0,UNKNOWN,5,1667,37,2320,0,0,0,1666,85474,1,607,0,0
NA1_5461933420,0,UNKNOWN,6,2265,46,2885,1,0,0,2358,99970,5,4119,0,0
NA1_5461933420,0,UNKNOWN,7,2811,55,3301,1,0,0,2358,104646,1,4680,0,0
NA1_5461933420,0,UNKNOWN,8,3458,68,4260,2,0,0,3619,128599,2,494,0,0
NA1_5461933420,0,UNKNOWN,9,3638,71,4618,2,0,0,4730,131872,0,2272,0,0
NA1_5461933420,0,UNKNOWN,10,3871,78,5188,2,0,0,4730,141258,5,7402,0,0
NA1_5461933420,0,UNKNOWN,11,4416,88,6076,3,1,0,6825,166394,1,8300,0,0
NA1_5461933420,0,UNKNOWN,12,4538,88,6076,3,1,0,6825,166394,1,4047,0,0
NA1_5461933420,0,UNKNOWN,13,4873,96,6709,3,1,0,6884,178719,1,1486,0,0
